,Unnamed: 0_x,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Number,Street,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Unnamed: 0_y,plate_id,Name
3823,4166002,7305804022,26007MB,NY,COM,01/23/2014,38,VAN,FORD,T,48030,78130,78230,20151130,90.0,90,90,358951,T301,P,0330P,,K,F,137,Havemeyer St,,0.0,408.0,h1,,Y,0830A,0700P,BL,,2003.0,,0.0,14 -,38-Failure to Display Muni Rec,,,,3786,26007MB,Andrew Fox
3824,7484672,7115175974,96039JH,NY,COM,04/28/2014,38,VAN,CHEVR,T,10210,0,0,20150228,19.0,19,19,356243,T103,Q,0436P,,NY,I,N,3rd Ave,40ft E/of E 66th St,0.0,408.0,h1,,Y,0900A,0700P,WH,,2003.0,,0.0,C 77,38-Failure to Display Muni Rec,,,,3787,96039JH,Nathan Green
3825,581184,5070263353,GHV2677,NY,PAS,08/15/2013,7,,TOYOT,V,0,0,0,0,,0,0,0,,,0808P,,,,,NORTHERN BLVD.(W/B)@,MARATHON PKWY.-RU-2,0.0,1111.0,D,T,,,,GREY,,2013.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,3788,GHV2677,Ariana Wood
3826,5208179,7959730532,FXS6639,NY,PAS,02/06/2014,38,SUBN,FORD,T,56165,26140,53000,20140412,120.0,120,120,355668,T303,N,0440P,,R,F,38,Winthrop Pl,,0.0,408.0,h1,,Y,0800A,0700P,WH,,2006.0,,0.0,D-PM,38-Failure to Display Muni Rec,,,,3789,FXS6639,Rebecca Meyer
3827,4300266,7618853502,ETG2669,NY,PAS,01/29/2014,20,4DSD,HONDA,T,63030,0,0,20150623,84.0,84,84,345278,T730,C,0828A,,K,I,N,Myrtle Ave,60ft E/of Navy St,0.0,408.0,d,,YYYYY,0800A,0600P,WHITE,,2007.0,,0.0,09 -,20A-No Parking (Non-COM),,,,3790,ETG2669,Janice Mcclain
3828,5693004,7656342450,444149,RI,PAS,02/27/2014,21,SUBN,FORD,T,7740,57390,7790,20141188,114.0,114,114,358657,T401,D,0836A,,Q,F,28-28,29th St,,0.0,408.0,d1,,Y  Y,0830A,1000A,OTHER,,0.0,,0.0,33 4,21-No Parking (street clean),,,,3791,444149,John Myers
3829,4411367,7061351779,49729JG,NY,COM,12/05/2013,14,VAN,INTER,T,13610,13610,10810,88888888,18.0,18,18,358877,T102,L,0248P,,NY,F,1585,Broadway,,0.0,408.0,c,,YYYYYYY,,,BROWN,,1997.0,,0.0,MC -,14-No Standing,,,,3781,49729JG,Mallory Ruiz
3830,3564314,1351707590,DWD8623,NY,PAS,11/27/2013,98,VAN,MAZDA,P,0,40404,40404,20150125,60.0,60,60,950231,0060,0000,1058A,,K,F,2728,W 15,,0.0,408.0,C3,,BBBBBBB,ALL,ALL,GOLD,0.0,2002.0,-,0.0,,,,,,3792,DWD8623,Patrick Weeks
3831,7268578,7829513193,BTB2114,NY,PAS,04/26/2014,20,4DSD,ME/BE,T,17570,24890,10210,20140516,14.0,14,14,352036,T102,E,0807A,,NY,F,130,E 29th St,,0.0,408.0,d,,Y,0800A,0600P,WH,,2013.0,,0.0,C 17,20A-No Parking (Non-COM),,,,3793,BTB2114,Brian Herrera
3832,3983303,7699076278,FYR7686,NY,PAS,01/15/2014,38,4DSD,BMW,T,88830,35530,76330,20140410,61.0,61,61,356956,T302,G,0205P,,K,F,1609,Voorhies Ave,,0.0,408.0,h1,,Y,0900A,0700P,GY,,2011.0,,0.0,46 -,38-Failure to Display Muni Rec,,,,3794,FYR7686,Elizabeth Shannon
3833,5441397,7846372014,2028688,IN,PAS,02/18/2014,69,DELV,FRUEH,T,34470,0,0,20140088,17.0,17,17,355186,T102,J,0936A,,NY,I,S,W 35th St,150ft W/of 6th Ave,0.0,408.0,h1,,YYYYY,0600A,0700P,BLACK,,0.0,,0.0,99 6,69-Failure to Disp Muni Recpt,,,,3795,2028688,Kayla Jordan
3834,9003022,8002109624,EGW2436,NY,PAS,06/21/2014,21,2DSD,ACURA,T,5580,76230,9980,20160417,68.0,68,68,354086,T302,M,0808A,,K,F,6744,5th Ave,,0.0,408.0,d1,,Y,0800A,0830A,BLACK,,2006.0,,0.0,E 32,21-No Parking (street clean),,,,3796,EGW2436,William Jones
3835,4576123,7788701312,GGY5243,NY,PAS,12/06/2013,38,SUBN,JEEP,T,12790,0,0,20150623,112.0,112,112,358206,T401,K,0910A,,Q,I,S,62nd Ave,40ft E/of Queens Blv,0.0,408.0,h1,,Y,0900A,0700P,GY,,2011.0,,0.0,55-A,38-Failure to Display Muni Rec,,,,3797,GGY5243,Alex Reynolds
3836,671760,7054121363,37476MA,NY,COM,08/20/2013,82,VAN,FORD,T,17930,0,0,20131130,18.0,18,18,349537,T106,J,0126P,,NY,I,S,E 47th St,5ft E/of Park Ave,0.0,408.0,k1,,,,,WH,,2001.0,,0.0,21 -,82-Unaltered Commerc Vehicle,,,,3798,37476MA,Taylor Thompson
3837,7346511,1364463544,71346JZ,NY,COM,04/23/2014,78,DELV,FORD,P,0,0,0,20140831,107.0,107,107,941931,0107,0.0,1048P,,Q,,,C/O 186 LN,64 AVE,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2010.0,-,0.0,,,,,,3799,71346JZ,Xavier Hunter
3838,3079607,7968616360,GFL1101,NY,PAS,11/11/2013,38,4DSD,NISSA,T,76950,33520,26610,20150221,41.0,41,41,355143,T202,E,1245P,,BX,F,1006,Westchester Ave,,0.0,408.0,h1,,Y,0800A,0700P,WHITE,,2011.0,,0.0,17A,38-Failure to Display Muni Rec,,,,3800,GFL1101,Grace Rodriguez
3839,6832582,7665989792,JKM1469,PA,PAS,04/23/2014,37,SUBN,HONDA,T,64730,0,0,20141088,62.0,62,62,347427,T302,C,1045A,1200P,K,I,N,New Utrecht Ave,75ft E/of 84th St,0.0,408.0,h1,,Y,0800A,0700P,WHITE,,0.0,307-9022,0.0,40 3,37-Expired Muni Meter,,,,3801,JKM1469,Joshua Foster
3840,2946854,7322515018,FWT7133,NY,PAS,11/06/2013,20,SUBN,CHEVR,T,36070,10610,10810,20140531,28.0,28,28,352946,T103,L,0148P,,NY,O,213,W 115th St,,0.0,408.0,d,,YYYYY,0700A,0400P,GY,,2006.0,,0.0,H -,20A-No Parking (Non-COM),,,,3802,FWT7133,Ryan Holt
3841,7304537,7928344350,98397JX,NY,COM,04/23/2014,14,VAN,NS/OT,T,32390,0,0,88888888,1.0,1,1,341171,T101,A,1015A,,NY,I,S,Thames St,53ft W/of Broadway,0.0,408.0,c,,YYYYYYY,,,BROWN,,2007.0,,0.0,07 1,14-No Standing,,,,3803,98397JX,Tristan Hamilton
3842,8365613,7117152709,HBJ9377,PA,PAS,05/30/2014,21,4DSD,ACURA,T,43530,11080,11180,20140688,68.0,68,68,331331,T302,Q,1143A,,K,O,111,Gelston Ave,,0.0,408.0,d1,,Y,1130A,0100P,GREY,,0.0,,0.0,A 32,21-No Parking (street clean),,,,3804,HBJ9377,Danielle Moore
3843,463597,7060519890,YZV2230,PA,PAS,08/12/2013,69,VAN,CHEVR,T,18070,0,0,20140288,17.0,17,17,330957,T106,GP,1259P,,NY,I,S,E 54th St,80ft W/of 3rd Ave,0.0,408.0,h1,,YYYYY,0700A,0600P,WHITE,,0.0,,0.0,71 -,69-Failure to Disp Muni Recpt,,,,3805,YZV2230,Susan Vargas
3844,1349887,7787106347,GCW5733,NY,PAS,09/13/2013,38,SUBN,JEEP,T,45170,0,0,20150131,104.0,104,104,357092,T401,O,0148P,,Q,I,S,Fleet Ct,30ft W/of Woodhaven,0.0,408.0,h1,,Y,0900A,0700P,RD,,0.0,,0.0,L-PM,38-Failure to Display Muni Rec,,,,3806,GCW5733,Ashley Robinson
3845,1423980,7010726607,ETN5561,NY,PAS,09/16/2013,21,4DSD,HONDA,T,36610,15910,11710,20150825,30.0,30,30,330291,T103,AA,1137A,,NY,O,476,W 142nd St,,0.0,408.0,d1,,Y  Y,1100A,1230A,GY,,2007.0,,0.0,CC3,21-No Parking (street clean),,,,3807,ETN5561,James Martinez
3846,3545835,1347945428,P804364,IL,PAS,11/26/2013,85,TRLR,VOLVO,S,54090,14830,14880,0,61.0,61,0,528373,KS15,0000,1107P,0600P,K,F,2507,KNAPP ST,,0.0,408.0,K5,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,3808,P804364,Craig Phelps
3847,2807868,7659322448,59364,MA,IRP,11/01/2013,14,DELV,FRUEH,T,18190,10210,10110,20120688,19.0,19,19,355672,T103,Q,0117P,,NY,O,200,E 60th St,,0.0,408.0,c,,YYYYYYY,,,GREEN,,0.0,,0.0,C -,14-No Standing,,,,3809,59364,Jaime Thompson
3848,8462911,8000014798,DXK7851,NY,PAS,06/02/2014,37,SUBN,HONDA,T,42730,26830,41930,20150129,79.0,79,79,347470,T301,E,0351P,0342P,K,F,1114,Fulton St,,0.0,408.0,h1,,Y,0800A,0700P,GY,,2007.0,340-3032,0.0,09 3,37-Expired Muni Meter,,,,3810,DXK7851,Jordan Strong
3849,2170515,7083751031,EUV5304,NY,PAS,10/10/2013,21,SUBN,HONDA,T,28830,14280,14330,20131013,70.0,70,70,330138,T802,A,0012A,,K,F,1795,Coney Island Ave,,0.0,408.0,d1,,Y Y Y,1200A,0300A,BK,,2012.0,,0.0,067,21-No Parking (street clean),,,,3811,EUV5304,Pamela Anthony
3850,7261028,7839546584,12995JU,NY,COM,04/04/2014,14,VAN,DODGE,T,17450,27800,24890,88888888,13.0,13,13,359571,T102,J,0431P,,NY,F,120,E 23rd St,,0.0,408.0,c,,Y,0400P,0700P,WHITE,,2005.0,,0.0,06 6,14-No Standing,,,,3812,12995JU,Christina Vaughan
3851,5315613,7805540433,43585JY,NY,COM,02/11/2014,37,VAN,FORD,T,13610,35850,35870,20141231,24.0,24,24,358869,T103,K,0613P,0554P,NY,F,2724,Broadway,,20140211.0,408.0,h1,,Y,0800A,1000P,WHITE,,2006.0,121-8168,0.0,A -,37-Expired Muni Meter,,,,3813,43585JY,Renee King
3852,3408359,7951553074,98978MC,NY,COM,11/21/2013,14,VAN,DODGE,T,28870,27100,45440,88888888,1.0,1,1,355582,T101,A,0742A,,NY,O,41,Pine St,,0.0,408.0,c,,YYYYYYY,,,WHITE,,2006.0,,0.0,02 -,14-No Standing,,,,3814,98978MC,Scott Hoover
3853,1789131,7018127038,F48AFH,NJ,PAS,09/28/2013,38,SUBN,FORD,T,33890,25190,10510,88888888,6.0,6,6,358847,T105,D,0202P,,NY,F,132,W 3rd St,,0.0,408.0,h1,,Y,0830A,1000P,RED,,0.0,,0.0,047,38-Failure to Display Muni Rec,,,,3815,F48AFH,Dana Perkins
3854,6273221,1367399154,GGM1503,NY,PAS,03/18/2014,40,SUBN,ROVER,P,86630,14130,14180,20150523,63.0,63,63,949256,0063,0000,0120A,,K,F,1914,UTICA AVE,,0.0,408.0,C,,BBBBBBB,ALL,ALL,BLACK,0.0,2009.0,-,0.0,,,,,,3816,GGM1503,Christopher Silva
3855,7446751,1369428698,21403KA,NY,COM,04/30/2014,46,DELV,INTER,P,17380,28230,73330,20150131,68.0,68,68,928157,0068,0000,1206P,,K,F,127,BAY RIDGE AVE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WHT,0.0,2004.0,-,0.0,,,,,,3817,21403KA,Lisa Jones
3856,1518545,7097605157,JDW2570,PA,PAS,09/19/2013,14,4DSD,LEXUS,T,53630,11800,52930,20131188,84.0,84,84,358203,T301,B,0741A,,K,O,55,Johnson St,,0.0,408.0,c,,YYYYYYY,,,WHITE,,0.0,,0.0,01 -,14-No Standing,,,,3818,JDW2570,Melissa Rodgers
3857,3552402,1357547390,GJD3257,NY,PAS,11/27/2013,98,SDN,HYUND,P,27360,15840,16040,20150815,105.0,105,105,948937,0105,0000,0857P,,Q,F,76-29,270 ST,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WH,0.0,2007.0,-,0.0,,,,,,3819,GJD3257,William Smith
3858,3694857,7230346058,GFN1509,NY,PAS,01/06/2014,75,4DSD,LEXUS,T,8880,6280,6380,20150430,66.0,66,66,348493,T302,C,1106A,,K,O,1276,46th St,,0.0,408.0,j5,,,,,BLACK,,2013.0,,0.0,01 -,75-No Match-Plate/Reg. Sticker,,,,3820,GFN1509,Jenny Chang
3859,2569013,7387459174,FZM4434,NY,PAS,10/24/2013,68,SUBN,CHRYS,T,20190,13040,13240,20150307,112.0,112,112,356951,T401,N,0141P,,Q,F,63-63,108th St,,0.0,408.0,a1,,,,,OTHER,,2005.0,,0.0,K -,68-Not Pkg. Comp. w Psted Sign,,,,3821,FZM4434,Kendra Evans
3860,3003636,7392781595,GLC8532,NY,PAS,11/08/2013,21,4DSD,DODGE,T,23520,74780,74810,20151103,52.0,52,52,358129,T201,J,1137A,,BX,F,2536,Davidson Ave,,0.0,408.0,d1,,Y  Y,1130A,0100P,TAN,,2008.0,,0.0,63 -,21-No Parking (street clean),,,,3822,GLC8532,Troy Miller
3861,6530373,1366332088,WP20595,CA,PAS,03/27/2014,14,TRAI,VOLVO,P,67656,5940,11530,20140831,109.0,109,109,918603,0109,0000,0407P,,Q,F,18-10,WHITESTONE EXPWY,,0.0,408.0,J7,,BBBBBBB,0400P,0700P,W,0.0,0.0,-,0.0,,,,,,3823,WP20595,Clinton Atkins
3862,9020646,8002754190,GPC4528,NY,PAS,06/23/2014,37,SUBN,FORD,T,76950,72820,49020,20160331,43.0,43,43,361106,T202,E,1043A,0942A,BX,F,1571,Westchester Ave,,0.0,408.0,h1,,Y,0800A,0700P,WH,,2014.0,207-3006,0.0,03A,37-Expired Muni Meter,,,,3824,GPC4528,Larry Chambers
3863,6772242,7314943291,GLL1629,NY,PAS,04/18/2014,71,SUBN,TOYOT,T,5580,9080,9130,20151024,72.0,72,72,357060,T302,B,0221P,,K,O,5004,5th Ave,,0.0,408.0,j6,,YYYYYYY,,,MR,,2012.0,,0.0,53 3,71A-Insp Sticker Expired (NYS),,,,3825,GLL1629,William Salazar
3864,3765298,7188756028,AMZ9559,NY,PAS,01/08/2014,46,4DSD,LEXUS,T,14920,40404,40404,20150930,50.0,50,50,358656,T201,O,1214P,,BX,F,3709,Broadway,,0.0,408.0,f1,,,,,WHITE,,2012.0,,0.0,51 -,46A-Double Parking (Non-COM),,,,3826,AMZ9559,Shannon Payne
3865,8894933,7420773087,GPM6761,NY,PAS,06/18/2014,40,4DSD,ME/BE,T,56020,75120,17920,20160327,50.0,50,50,355594,T201,N,0625A,,BX,O,3800,Orloff Ave,,0.0,408.0,e2,,YYYYYYY,,,GY,,2014.0,,7.0,Q 21,40-Fire Hydrant,,,,3827,GPM6761,Shawn Webb
3866,8422773,1371615100,FZA7672,NY,PAS,06/01/2014,98,SUBN,CHRYS,P,34810,11720,11110,20140718,18.0,18,18,925657,0018,0000,0908A,,NY,F,525,W 52ND ST,,0.0,408.0,F2,,BBBBBBB,ALL,ALL,,0.0,0.0,-,0.0,,,,,,3828,FZA7672,Rachel Smith
3867,5368897,4002491249,CYK2965,NY,PAS,02/12/2014,5,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0239P,,,,,NB 1ST AVE @ E 23RD,ST,0.0,1111.0,C,T,,,,WH,,2012.0,,0.0,,BUS LANE VIOLATION,,,,3829,CYK2965,Adam Wilson DDS
3868,8556277,7593636010,862PIDD],FL,PAS,06/05/2014,20,,,T,17230,40404,40404,20140088,9.0,9,9,331160,T108,E,1130A,,NY,F,,E 12th St,,0.0,408.0,d,,YYYYY,0700A,0400P,,,0.0,,0.0,01 8,20A-No Parking (Non-COM),,,,3830,862PIDD],Jason Kennedy
3869,2741311,7701354670,60686MC,NY,COM,10/30/2013,10,VAN,FORD,T,21880,23030,20030,88888888,60.0,60,60,356216,T302,D,0205P,,K,F,3145,Brighton 4th St,,0.0,408.0,b,,YYYYYYY,,,WHITE,,2012.0,,0.0,41 -,10-No Stopping,,,,3831,60686MC,Jasmine Miller
3870,7973573,7157745318,EUM3889,NY,PAS,05/15/2014,21,4DSD,MAZDA,T,39595,59290,29020,20151112,109.0,109,109,358657,T401,D,0811A,,Q,F,44-29,College Point Blvd,,0.0,408.0,d1,,Y,0800A,0830A,GY,,2006.0,,0.0,50-A,21-No Parking (street clean),,,,3832,EUM3889,Karen Bush
3871,4785019,7563898566,EDJ1338,NY,PAS,12/14/2013,38,SUBN,NISSA,T,0,40404,40404,20140114,109.0,109,109,357321,T401,B,1109A,,Q,I,,Flushing Lot #3,,0.0,408.0,h1,,Y,0800A,1000P,GY,,0.0,,0.0,01 -,38-Failure to Display Muni Rec,,,,3833,EDJ1338,James Collins
3872,6162136,7179563018,24775JZ,NY,COM,03/14/2014,21,PICK,FORD,T,79050,76950,69520,88888888,45.0,45,45,357696,T202,F,0812A,,BX,F,1424,Zerega Ave,,0.0,408.0,d1,,Y,0800A,0900A,WHITE,,2008.0,,0.0,09A,21-No Parking (street clean),,,,3834,24775JZ,Sarah Smith
3873,7250242,7829954574,75403MB,NY,COM,04/23/2014,14,VAN,NS/OT,T,34770,10510,10610,20151130,18.0,18,18,356552,T106,B,0724A,,NY,F,134,W 50th St,,0.0,408.0,c,,YYYYYYY,0700A,1000A,WHITE,,2011.0,,0.0,35 6,14-No Standing,,,,3835,75403MB,Lisa Smith
3874,1815964,7282700795,GEX1964,NY,PAS,09/30/2013,21,SUBN,CHRYS,T,36850,31190,11710,20150228,30.0,30,30,333386,T103,B,0910A,,NY,F,403,W 154th St,,0.0,408.0,d1,,Y  Y,0900A,1030A,GY,,2004.0,,0.0,CC3,21-No Parking (street clean),,,,3836,GEX1964,Chad Mccoy
3875,396635,7039812137,CGB1489,NY,PAS,08/08/2013,14,4DSD,TOYOT,T,45590,18290,18310,20150110,19.0,19,19,355459,T103,M,0413P,,NY,O,1221,York Ave,,0.0,408.0,c,,YYYYY,0400P,0700P,SILVE,,2002.0,,0.0,01 -,14-No Standing,,,,3837,CGB1489,Dylan Rodriguez
3876,8496990,7925369838,59931MD,NY,COM,06/03/2014,14,DELV,NS/OT,T,11010,34850,34870,20140831,18.0,18,18,351277,T502,J,0725A,,NY,F,814,10th Ave,,0.0,408.0,c,,YYYYY,0700A,1000A,WHITE,,2007.0,,0.0,A 17,14-No Standing,,,,3838,59931MD,Katrina Cook
3877,5061557,7361908500,0L7809H,NJ,PAS,12/27/2013,46,SUBN,CHEVR,T,24890,17950,17970,88888888,17.0,17,17,352950,T503,D1,0213P,,NY,F,517,Lexington Ave,,0.0,408.0,f1,,,,,BLACK,,0.0,,0.0,01 -,46A-Double Parking (Non-COM),,,,3839,0L7809H,Lauren Sanders
3878,3371579,7795786522,14886J6T,NY,COM,11/20/2013,40,DELV,GMC,T,54230,0,0,88888888,62.0,62,62,357728,T302,N,0102P,,K,I,S,Lake St,5ft E/of Kings Hwy,0.0,408.0,e2,,YYYYYYY,,,WHITE,,0.0,,0.0,04 -,40-Fire Hydrant,,,,3840,14886J6T,Jeffrey Castro
3879,3031551,7999143984,CKY4132,TX,PAS,11/08/2013,21,4DSD,NISSA,T,18550,10210,10110,88880088,19.0,19,19,356300,T103,G,0906A,,NY,O,205,E 78th St,,0.0,408.0,d1,,Y  Y,0900A,1030A,OTHER,,0.0,,0.0,20 -,21-No Parking (street clean),,,,3841,CKY4132,Lori Harding
3880,3714011,7704755006,FGY1397,NY,PAS,01/06/2014,16,SUBN,HYUND,T,40930,87485,32930,20150114,70.0,70,70,357080,T302,S,0140P,,K,O,1173,Flatbush Ave,,0.0,408.0,k2,,Y,0800A,0600P,GR,,2011.0,,0.0,08 -,16A-No Std (Com Veh) Non-COM,,,,3842,FGY1397,Ashley Adkins
3881,3425494,7795521708,GGF5526,NY,PAS,11/22/2013,40,SUBN,FORD,T,86250,0,0,20150620,75.0,75,75,332408,T301,L,0710A,,K,I,E,Twin Pines Dr,60ft N/of Pennsylvan,0.0,408.0,e2,,YYYYYYY,,,WH,,2005.0,,5.0,X -,40-Fire Hydrant,,,,3843,GGF5526,Benjamin Myers
3882,4067514,1362474502,CXZ8992,NY,PAS,01/17/2014,19,SUBN,TOYOT,P,47290,14590,14540,20140608,104.0,104,104,905060,0104,0000,0500P,,Q,F,69-32,GRAND AVE,,0.0,408.0,C,,BBBBBBB,0  :,0  :,GRY,0.0,2004.0,-,0.0,,,,,,3844,CXZ8992,Kathryn Flores
3883,5694703,7758727487,T615431C,NY,OMT,02/27/2014,71,4DSD,FORD,T,10590,14840,15340,20140131,110.0,110,110,356555,T803,A,0019A,,Q,O,7052,48th Ave,,0.0,408.0,j6,,YYYYYYY,,,WH,,2005.0,,0.0,I 42,71A-Insp Sticker Expired (NYS),,,,3845,T615431C,Christopher Kelly
3884,6928666,7911302704,GJP6723,NY,PAS,04/07/2014,21,4DSD,HYUND,T,17270,12210,12310,20150820,13.0,13,13,330925,T501,A,1141A,,NY,O,602,E 14th St,,0.0,408.0,d1,,Y  Y,1130A,0100P,WH,,2005.0,,0.0,CU 9,21-No Parking (street clean),,,,3846,GJP6723,Robert Vaughn
3885,3700658,7857995861,36819JX,NY,COM,01/06/2014,69,PICK,FORD,T,34670,10410,10510,20150831,14.0,14,14,346166,T106,D,1102A,,NY,O,25,W 45th St,,0.0,408.0,h1,,YYYYY,0700A,0600P,WHITE,,1999.0,,0.0,57 -,69-Failure to Disp Muni Recpt,,,,3847,36819JX,John Tran
3886,58096,1357134812,49330KA,NY,COM,07/25/2013,46,DELV,,P,10210,18830,18850,0,19.0,19,19,932845,0019,0000,1012A,,NY,F,1675,3 AVE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WH,0.0,2009.0,-,0.0,,,,,,3848,49330KA,Madison Garcia
3887,4230258,7482763478,GHT3174,NY,OMF,01/27/2014,70,VAN,HONDA,T,23110,0,0,88888888,105.0,105,105,355663,T402,R,0412P,,Q,I,N,148th Ave,5ft E/of 177th St,0.0,408.0,j3,,,,,RED,,0.0,,0.0,L -,70-Reg. Sticker Missing (NYS),,,,3849,GHT3174,Douglas Russell
3888,345949,7726129610,DKC7494,NY,PAS,08/06/2013,38,SUBN,LEXUS,T,59990,13990,14140,20130905,112.0,112,112,356949,T401,K,0810A,,Q,O,100-12,Queens Blvd,,0.0,408.0,h1,,Y,0730A,0700P,GY,,2012.0,,0.0,55-A,38-Failure to Display Muni Rec,,,,3850,DKC7494,Dawn Howard
3889,5860719,1366916475,X72V14,NJ,PAS,03/05/2014,20,VAN,FORD,P,10410,18670,18690,0,19.0,19,19,932845,0019,0000,0945A,,NY,F,1035,5 AVE,,0.0,408.0,D,,YYYYYBB,0700A,0400P,WH,0.0,0.0,-,0.0,,,,,,3851,X72V14,Donald Peters
3890,5631618,7142305710,FZM7653,NY,PAS,02/25/2014,71,SUBN,CHRYS,T,7640,7090,50330,20150128,114.0,114,114,359335,T401,D,0900A,,Q,F,24-02,28th St,,0.0,408.0,j6,,YYYYYYY,,,RD,,2002.0,,0.0,35 4,71A-Insp Sticker Expired (NYS),,,,3852,FZM7653,James Harrell
3891,6170113,7811402970,AM486F,NJ,PAS,03/14/2014,40,DELV,FRUEH,T,35210,13610,44990,20140088,20.0,20,20,355220,T103,M,0416P,,NY,F,201,W 72nd St,,0.0,408.0,e2,,YYYYYYY,,,GREEN,,0.0,,0.0,C 77,40-Fire Hydrant,,,,3853,AM486F,Nicole Morris
3892,3719175,1358683141,ETL1590,NY,PAS,01/07/2014,71,SUBN,DODGE,P,0,40404,40404,20141016,47.0,47,47,953122,0047,0000,0915P,,BX,F,,223 ST E 55,,0.0,408.0,C,,BBBBBBB,ALL,ALL,GREEN,0.0,1998.0,-,0.0,,,,,,3854,ETL1590,Tyler Harrison
3893,6861558,7711983104,33014ME,NY,COM,04/24/2014,82,VAN,WORK,T,18190,10410,25390,20160331,17.0,17,17,350424,T106,J,0249P,,NY,F,16,E 60th St,,0.0,408.0,k1,,,,,WH,,0.0,,0.0,99 6,82-Unaltered Commerc Vehicle,,,,3855,33014ME,Kyle Murphy
3894,4387990,1364355632,GDM6888,NY,PAS,12/07/2013,17,SUBN,HONDA,P,9580,5980,42630,20150225,66.0,66,66,938682,0066,0000,0222P,,K,,943,60TH ST,,0.0,408.0,D3,,YYYYYYB,0700A,0700P,GRAY,0.0,2007.0,-,0.0,,,,,,3856,GDM6888,Evan Duncan
3895,6410052,1367745779,XDL6111,VA,PAS,03/22/2014,40,,ME/BE,P,0,40404,40404,0,67.0,67,164,952439,0164,0000,1030P,,K,F,955,NY AVE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2002.0,-,0.0,,,,,,3857,XDL6111,Jacob Gardner
3896,7921486,1369051440,FSM4649,NY,PAS,05/13/2014,46,SDN,SUBAR,P,14210,11710,13610,20150413,26.0,26,26,942819,0026,0000,0826A,,NY,F,535,W 110 STREET,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,GREY,0.0,2008.0,-,0.0,,,,,,3858,FSM4649,Carl Daugherty
3897,3548993,1355960320,FPX7841,NY,PAS,11/26/2013,70,SDN,FORD,P,34160,40350,33650,20130920,123.0,123,123,944862,0123,0000,0420A,,R,F,649,IONIA AVE,,0.0,408.0,J6,,BBBBBBB,ALL,ALL,GRAY,0.0,1999.0,-,0.0,,,,,,3859,FPX7841,Jennifer Henderson
3898,8418696,1368781470,GEK7849,NY,PAS,06/01/2014,40,SUBN,JEEP,P,54230,54050,14530,20150318,62.0,62,62,942195,0062,0000,0805A,,K,F,32,LAKE ST,,0.0,408.0,F2,,BBBBBBB,ALL,ALL,TAN,0.0,2001.0,-,0.0,,,,,,3860,GEK7849,Amanda Mcgee
3899,5135142,7855103727,SWC71F,NJ,PAS,02/03/2014,37,PICK,FORD,T,24890,17590,17610,88888888,13.0,13,13,358607,T102,L,0501P,0440P,NY,F,171,Lexington Ave,,0.0,408.0,h1,,Y,0800A,0700P,OTHER,,0.0,144-7214,0.0,01 -,37-Expired Muni Meter,,,,3861,SWC71F,Thomas Benson
3900,176329,7707588368,D97AWR,NJ,PAS,07/31/2013,31,4DSD,TOYOT,T,34550,10810,10910,88888888,18.0,18,18,340051,T503,A1,0824A,,NY,O,316,W 39th St,,0.0,408.0,l3,,YYYYY,0600A,0700P,GREY,,0.0,,0.0,17 -,31-No Stand (Com. Mtr. Zone),,,,3862,D97AWR,Cindy Ford
3901,6540145,7587663460,5404DMI,NJ,PAS,03/27/2014,31,SUBN,BMW,T,34310,10410,13610,88888888,14.0,14,14,333744,T108,L,0529P,,NY,F,11,W 27th St,,0.0,408.0,l3,,YYYYY,0800A,0700P,BLACK,,0.0,,0.0,02 8,31-No Stand (Com. Mtr. Zone),,,,3863,5404DMI,Kenneth Carter
3902,915030,7009067508,BNC4682,NY,PAS,08/28/2013,38,SUBN,HONDA,T,0,40404,40404,20140408,109.0,109,109,357087,T401,D,0827A,,Q,I,,Flushing Lot #2,,0.0,408.0,h1,,Y,0800A,1000P,GY,,2002.0,,0.0,07 -,38-Failure to Display Muni Rec,,,,3864,BNC4682,Jerry Gonzales
