,Unnamed: 0_x,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Number,Street,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Antiguedad,Unnamed: 0_y,plate_id,Name
4695,8374531,7984720800,52709JZ,NY,COM,05/30/2014,69,PICK,FORD,T,34810,10510,10610,20150430,18.0,18,18,351919,T503,D1,0202P,,NY,F,123,W 52nd St,,0.0,408.0,h1,,YYYYY,0700A,0600P,WH,,0.0,,0.0,CC1,69-Failure to Disp Muni Recpt,,,,2014.0,4637,52709JZ,Melinda Johnson
4696,2432364,7956314150,GJY6902,NY,PAS,10/20/2013,83,SUBN,FORD,T,34810,10910,11010,20150930,18.0,18,18,345275,T106,A,1254P,,NY,F,436,W 52nd St,,0.0,408.0,j1,,,,,WH,,2003.0,,0.0,37 -,83-Improper Registration,,,,10.0,4638,GJY6902,Michelle Ballard
4697,2276418,7029511402,ZEB4943,NY,PAS,10/15/2013,70,SUBN,JEEP,T,67730,39740,73030,20130914,61.0,61,61,345534,T302,Q,0846A,,K,F,1663,Ocean Pky,,0.0,408.0,j3,,YYYYYYY,,,BLACK,,2014.0,,0.0,N -,70A-Reg. Sticker Expired (NYS),,,,-1.0,4639,ZEB4943,Rodney Garcia
4698,3382697,7099345175,GJY5518,NY,PAS,11/21/2013,21,2DSD,FORD,T,8640,6490,53205,20150930,114.0,114,114,352056,T401,C,0842A,,Q,F,20-52,35th St,,0.0,408.0,d1,,Y,0830A,1000A,GY,,2006.0,,0.0,35-A,21-No Parking (street clean),,,,7.0,4640,GJY5518,Lucas Morrison
4699,837768,7751933148,GHE7966,NY,PAS,08/26/2013,71,SUBN,TOYOT,T,50020,59720,70520,20150820,43.0,43,43,358186,T202,E,0904A,,BX,F,2002,McGraw Ave,,0.0,408.0,j6,,,,,TN,,2002.0,,0.0,04A,71-Insp. Sticker Missing (NYS,,,,11.0,4641,GHE7966,Karen Mitchell
4700,196691,7995956654,77345JU,NY,COM,08/01/2013,37,VAN,FORD,T,35350,11710,13610,20130731,20.0,20,20,357767,T103,Q,0202P,0144P,NY,F,210,W 79th St,,0.0,408.0,h1,,Y,0830A,0700P,WHITE,,2007.0,118-7058,0.0,C -,37-Expired Muni Meter,,,,6.0,4642,77345JU,Erica Green
4701,4041084,7507430170,GGB5577,NY,PAS,01/17/2014,21,PICK,TOYOT,T,54060,63630,65730,20150430,94.0,94,94,347480,T301,M,0957A,,K,F,300,Kingsland Ave,,0.0,408.0,d1,,Y  Y,0930A,1100A,GY,,2013.0,,0.0,T -,21-No Parking (street clean),,,,1.0,4643,GGB5577,Nancy Holmes
4702,3422633,7575783155,64275MA,NY,COM,11/22/2013,14,DELV,FRUEH,T,32940,0,0,20151031,1.0,1,1,330487,T501,G,0635P,,NY,I,N,Warren St,20ft E/of West St,0.0,408.0,c,,YYYYY,0200P,0700P,WHITE,,0.0,,0.0,99 -,14-No Standing,,,,2013.0,4644,64275MA,Kellie Bennett
4703,3201213,1362029555,7835WA,CO,PAS,11/14/2013,40,SDN,MAZDA,P,41930,81430,80330,20140930,77.0,77,165,952910,0165,0000,0925P,,K,F,742,FRANKLIN AVE,,0.0,408.0,E6,,BBBBBBB,ALL,ALL,GRAY,0.0,0.0,-,5.0,,,,,,2013.0,4645,7835WA,Wendy Carey
4704,9082457,7155510191,26623MA,NY,COM,06/25/2014,69,VAN,CHEVR,T,17910,10210,10110,20141130,17.0,17,17,358658,T106,I,0141P,,NY,F,234,E 46th St,,0.0,408.0,h1,,Y,0800A,0700P,WHITE,,2010.0,,0.0,16 6,69-Failure to Disp Muni Recpt,,,,4.0,4646,26623MA,Drew Anderson
4705,5054846,7187121271,CSM1903,NY,PAS,12/31/2013,37,SUBN,ROVER,T,64290,7240,7540,20151013,114.0,114,114,358212,T401,I,0513P,0350P,Q,F,25-25,Steinway St,,0.0,408.0,h1,,Y,0800A,0700P,GY,,2005.0,407-8600,0.0,25-P,37-Expired Muni Meter,,,,8.0,4647,CSM1903,Scott Irwin
4706,39826,5069715574,H567PX,FL,PAS,07/22/2013,7,4D,MAZDA,V,0,0,0,0,,0,0,0,,,1036P,,,,,5TH AVE.(S/B)@40TH S,T.-N6-3,0.0,1111.0,D,T,,,,BLK,,2007.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,6.0,4648,H567PX,Oscar Castillo
4707,3472370,7999962144,FPV1077,NY,PAS,11/23/2013,38,4DSD,FORD,T,13610,11310,37630,20140131,34.0,34,34,356959,T103,L,0144P,,NY,F,4865,Broadway,,0.0,408.0,h1,,Y,0800A,0700P,BL,,2013.0,,0.0,L -,38-Failure to Display Muni Rec,,,,0.0,4649,FPV1077,Michael Ortega
4708,2827634,7897949734,29966JT,NY,COM,11/01/2013,14,VAN,GMC,T,34930,10810,10910,88888888,18.0,18,18,355472,T106,I,0330P,,NY,O,312,W 58th St,,0.0,408.0,c,,YYYYYYY,,,WHITE,,1995.0,,0.0,108,14-No Standing,,,,18.0,4650,29966JT,Samuel Keller
4709,4230503,7511998744,GAL5622,NY,PAS,01/27/2014,38,PICK,HONDA,T,48030,78230,78330,20140731,90.0,90,90,347470,T301,E,0214P,,K,F,172,Havemeyer St,,0.0,408.0,h1,,Y,0800A,0700P,RD,,2008.0,,0.0,14 -,38-Failure to Display Muni Rec,,,,6.0,4651,GAL5622,Shawn Harris
4710,1343238,7099328955,GGH5262,NY,PAS,09/13/2013,21,SUBN,GMC,T,10540,9840,59990,20140315,108.0,108,108,355626,T401,L,0918A,,Q,O,43-12,47th St,,0.0,408.0,d1,,Y,0900A,1030A,TN,,1999.0,,0.0,E -,21-No Parking (street clean),,,,14.0,4652,GGH5262,Diane Noble
4711,6740501,7121093479,43246JY,NY,COM,04/22/2014,40,UTIL,FORD,T,51830,22430,52390,88888888,109.0,109,109,358175,T401,E,1057A,,Q,F,137-48,Juniper Ave,,0.0,408.0,e2,,YYYYYYY,,,WHITE,,2008.0,,0.0,07 4,40-Fire Hydrant,,,,6.0,4653,43246JY,Troy Brown
4712,1470442,7885028033,FGE9154,NY,PAS,09/17/2013,40,2DSD,TOYOT,T,17730,97680,97520,20150120,17.0,17,17,342551,T501,J,0530P,,NY,F,347,E 37th St,,0.0,408.0,e2,,YYYYYYY,,,BK,,1999.0,,0.0,02 -,40-Fire Hydrant,,,,14.0,4654,FGE9154,Sherry Wilson
4713,8227365,7114932479,JFP6630,PA,PAS,05/24/2014,21,SUBN,CHRYS,T,63985,0,0,20141288,88.0,88,88,332408,T301,L,0545A,,K,I,E,Navy St,60ft S/of Concord St,0.0,408.0,d1,,Y Y Y,0300A,0600A,RED,,0.0,,0.0,H 31,21-No Parking (street clean),,,,2014.0,4655,JFP6630,Gloria Thompson
4714,7240895,7787537401,77935JY,NY,COM,04/12/2014,17,VAN,WORKH,T,17190,10110,10010,88888888,9.0,9,9,353194,T105,M,1207P,,NY,O,233,E 10th St,,0.0,408.0,c4,,Y,0600A,0600P,BROWN,,2008.0,,0.0,B 99,17-No Stand (exc auth veh),,,,6.0,4656,77935JY,Michael Glass
4715,3863106,7018519950,AHY9628,NY,PAS,01/11/2014,21,4DSD,NISSA,T,29620,59820,15520,20150706,43.0,43,43,357686,T202,Q,0736A,,BX,O,2380,E Tremont Ave,,0.0,408.0,d1,,Y,0730A,0800A,SILVE,,2005.0,,0.0,22P,21-No Parking (street clean),,,,9.0,4657,AHY9628,Frank Benitez
4716,3452717,7087493991,JDR9298,VA,PAS,11/23/2013,38,SUBN,NISSA,T,35530,65030,41730,88881188,70.0,70,70,358616,T302,E,1059A,,K,F,594,E 16th St,,0.0,408.0,h1,,Y,0900A,0700P,GREY,,0.0,,0.0,09 -,38-Failure to Display Muni Rec,,,,2013.0,4658,JDR9298,James Johnson
4717,1574981,1355125601,GCU8772,NY,PAS,09/20/2013,98,SDN,HONDA,P,8390,6590,42490,20141118,114.0,114,114,952049,0114,0000,1058P,,Q,F,21-34,33 STREET,,0.0,408.0,F2,,BBBBBBB,ALL,ALL,GY,0.0,2011.0,-,0.0,,,,,,2.0,4659,GCU8772,Dale Horn
4718,3175476,7757500643,GEK2924,NY,PAS,11/14/2013,37,SUBN,LEXUS,T,54580,14240,14390,20150416,107.0,107,107,353451,T402,B,0606P,0558P,Q,O,68-03,Main St,,20131114.0,408.0,h1,,YYYYY,0800A,0700P,RD,,2013.0,451-2439,0.0,06 -,37-Expired Muni Meter,,,,0.0,4660,GEK2924,Kayla Allen
4719,7734736,7322362718,AP835T,NJ,PAS,05/07/2014,14,FLAT,MACK,T,34850,10510,10610,88888888,18.0,18,18,347687,T503,A1,0308A,,NY,O,130,W 54th St,,0.0,408.0,c,,YYYYYYY,,,GREY,,0.0,,0.0,17 7,14-No Standing,,,,2014.0,4661,AP835T,Lucas Dean
4720,8288251,1369214339,GK04863,NY,PAS,05/27/2014,21,SUBN,ACURA,S,0,0,0,20151106,52.0,52,0,890092,BX07,0000,1234P,,BX,F,,E/S WEST ST AVE 100,S/OGUNHILL RD,0.0,408.0,D1,,BYYBYBB,1130A,0100P,WH,0.0,2011.0,-,0.0,,,,,,3.0,4662,GK04863,Katherine Carter
4721,5229154,7006998487,FLJ1349,NY,PAS,02/07/2014,20,4DSD,DODGE,T,16490,0,0,20150413,115.0,115,115,349511,T401,L,0819A,,Q,I,W,79th St,250ft S/of Northern,0.0,408.0,d,,YYYYYYY,0700A,0400P,BL,,2007.0,,0.0,M -,20A-No Parking (Non-COM),,,,7.0,4663,FLJ1349,Laura Pugh
4722,3499727,7127504581,FLP3538,NY,PAS,11/25/2013,21,4DSD,BMW,T,25390,0,0,20140112,25.0,25,25,354098,T103,A,0818A,,NY,I,W,Madison Ave,60ft S/of E 138th St,0.0,408.0,d1,,Y  Y,0800A,0930A,WH,,2004.0,,0.0,C -,21-No Parking (street clean),,,,9.0,4664,FLP3538,Connie Smith
4723,5816190,7877839716,91748MC,NY,COM,03/03/2014,47,VAN,FRUEH,T,24890,0,0,88888888,13.0,13,13,359305,T102,L,0145P,,NY,I,E,Lexington Ave,25ft N/of E 25th St,0.0,408.0,l2,,Y,0700A,0700P,BROWN,,2013.0,,0.0,10 6,47-Double PKG-Midtown,,,,1.0,4665,91748MC,Grant Mcgee
4724,4466583,7230343290,P30BZF,NJ,PAS,12/19/2013,21,4DSD,BMW,T,9780,0,0,88888888,72.0,72,72,348493,T302,C,1242P,,K,I,E,64th St,60ft N/of 7th Ave,0.0,408.0,d1,,Y,1130A,0100P,BLACK,,0.0,,0.0,45 -,21-No Parking (street clean),,,,2013.0,4666,P30BZF,Crystal Wagner
4725,6686089,5073212538,499YGR,CT,PAS,04/05/2014,7,4D S,CHEVR,V,0,0,0,0,,0,0,0,,,0439A,,,,,E.135TH ST. W/B @ 3R,D AVE.-Y3-3,0.0,1111.0,D,T,,,,GRY,,2007.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,7.0,4667,499YGR,Sarah Robinson
4726,1097604,7694307274,FWP9231,NY,PAS,09/04/2013,71,2DSD,CADIL,T,5580,10180,10230,20140426,68.0,68,68,358842,T302,O,0334P,,K,F,7207,5th Ave,,0.0,408.0,j6,,YYYYYYY,,,BK,,2012.0,,0.0,21 -,71A-Insp Sticker Expired (NYS),,,,1.0,4668,FWP9231,Matthew Wallace
4727,6763064,7235584210,GGF5429,NY,PAS,04/03/2014,19,4DSD,TOYOT,T,5430,11490,11530,20150316,68.0,68,68,356501,T302,F,0139P,,K,F,10004,4th Ave,,0.0,408.0,c3,,YYYYYYY,,,BL,,2004.0,,0.0,21 3,19-No Stand (bus stop),,,,10.0,4669,GGF5429,Danielle Allen
4728,3643423,7513813450,ADU7201,NY,PAS,11/30/2013,14,VAN,FORD,T,62130,0,0,20150531,83.0,83,83,345228,T301,A,1024A,,K,I,S,Montieth St,90ft E/of Bushwick A,0.0,408.0,c,,YYYYYYY,,,WH,,2006.0,,0.0,T -,14-No Standing,,,,7.0,4670,ADU7201,Jessica Saunders
4729,6932937,7988223320,T646657C,NY,OMT,04/04/2014,21,SUBN,CHEVR,T,43890,43290,42090,20150228,110.0,110,110,356327,T401,E,1142A,,Q,O,89-05,Elmhurst Ave,,0.0,408.0,d1,,Y,1130A,0100P,BK,,2010.0,,0.0,12 4,21-No Parking (street clean),,,,4.0,4671,T646657C,Jonathan Stephens
4730,112717,1355036288,61004JZ,NY,COM,07/30/2013,78,VAN,CHEVR,P,17950,10110,10010,20140131,17.0,17,17,949050,0017,0000,0105A,,NY,F,301,EAST 48 STREET,,0.0,408.0,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2009.0,-,0.0,,,,,,4.0,4672,61004JZ,Elizabeth Carrillo
4731,493356,7028155456,GHM7958,NY,PAS,08/13/2013,38,4DSD,NISSA,T,30240,39790,38690,20150626,101.0,101,101,354034,T402,P,0549P,,Q,F,10-45,Beach 20th St,,0.0,408.0,h1,,Y,0830A,0700P,WH,,2008.0,,0.0,R -,38-Failure to Display Muni Rec,,,,5.0,4673,GHM7958,Kevin Jackson
4732,2954354,7819131937,12566JY,NY,COM,11/06/2013,69,VAN,GMC,T,34490,10610,10810,88888888,14.0,14,14,355438,T106,M,0834A,,NY,F,230,W 36th St,,0.0,408.0,h1,,YYYYY,0600A,0700P,WHITE,,2007.0,,0.0,99 -,69-Failure to Disp Muni Recpt,,,,6.0,4674,12566JY,Stephanie Brown
4733,8421496,7968229704,HTB7239,PA,PAS,06/01/2014,14,SUBN,CHRYS,T,29190,11310,37630,20150288,34.0,34,34,352946,T103,L,0906A,,NY,O,66,Post Ave,,0.0,408.0,c,,YYYYYYY,,,GREY,,0.0,,0.0,J 77,14-No Standing,,,,2014.0,4675,HTB7239,John Mcintosh
4734,8866885,7817187915,GBK7405,NY,PAS,06/17/2014,38,SUBN,BMW,T,9090,7990,37290,20140817,114.0,114,114,351971,T401,X,1001A,,Q,O,31-90,38th St,,0.0,408.0,h1,,Y,0900A,0700P,WH,,2008.0,,0.0,52-A,38-Failure to Display Muni Rec,,,,6.0,4676,GBK7405,Mary Noble
4735,2457397,7332975520,FSW8568,NY,PAS,10/21/2013,37,4DSD,NISSA,T,5580,5380,5530,20131109,78.0,78,78,358874,T302,P,0358P,0305P,K,F,333,5th Ave,,0.0,408.0,h1,,Y,0800A,0700P,BLACK,,2009.0,302-9626,0.0,58 -,37-Expired Muni Meter,,,,4.0,4677,FSW8568,Maria Green
4736,813239,7547913532,14588PC,NY,IRP,08/24/2013,38,DELV,INTER,T,18630,66030,65930,20131130,94.0,94,94,357326,T301,B,0809A,,K,O,241,Bedford Ave,,0.0,408.0,h1,,Y,0800A,0700P,WHITE,,2012.0,,0.0,17 -,38-Failure to Display Muni Rec,,,,1.0,4678,14588PC,Benjamin Coleman
4737,736013,7085696710,98201MC,NY,COM,08/22/2013,16,VAN,FORD,T,24050,15500,28490,20150331,1.0,1,1,355631,T105,J,0855A,0812A,NY,F,116,John St,,20130822.0,408.0,k2,,YYYYY,0700A,0700P,WHITE,,2006.0,,0.0,122,16-No Std (Com Veh) Com Plate,,,,7.0,4679,98201MC,Bailey Benson
4738,5476313,7032704189,GFD7423,NY,PAS,02/20/2014,20,SUBN,TOYOT,T,75030,0,0,20150324,50.0,50,50,341268,T201,M,0824A,,BX,I,N,W 234th St,200ft W/of Broadway,0.0,408.0,d,,Y  Y,0800A,0500P,GY,,2010.0,,0.0,C 21,20A-No Parking (Non-COM),,,,4.0,4680,GFD7423,Eric Holloway
4739,7328214,7977425282,CHU1008,NY,PAS,04/05/2014,37,SUBN,HONDA,T,59590,54100,8590,20150124,109.0,109,109,331777,T401,N,0611P,0500P,Q,F,33-70,Prince St,,0.0,408.0,h1,,Y,0830A,0700P,BL,,2003.0,406-1136,0.0,K 41,37-Expired Muni Meter,,,,11.0,4681,CHU1008,Gina Richardson
4740,8189138,1369624955,GME3115,PA,PAS,05/22/2014,20,SDN,TOYOT,P,25490,21390,23532,20150531,7.0,7,4,950918,0004,0000,0920A,,NY,F,333,MADISON  ST,,0.0,408.0,C,,BBBBBBB,ALL,ALL,RD,0.0,0.0,-,0.0,,,,,,2014.0,4682,GME3115,Gregory Riley
4741,799768,5070273176,DVS6643,NY,PAS,08/23/2013,7,,GMC,V,0,0,0,0,,0,0,0,,,0742A,,,,,OCEAN PKWY.(S/B)@AVE,W.-L7-4,0.0,1111.0,D,T,,,,BK,,2009.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,4.0,4683,DVS6643,Dawn Rodriguez
4742,3787830,7389151043,MAR58,NY,SPO,01/09/2014,38,4DSD,BMW,T,68020,26280,26310,20151031,40.0,40,40,359329,T201,F,0137P,,BX,F,3000,3rd Ave,,0.0,408.0,h1,,Y,0800A,0700P,WH,,2007.0,,0.0,35 -,38-Failure to Display Muni Rec,,,,7.0,4684,MAR58,Allison Hampton
4743,8143938,7611168460,AFM4036,NY,PAS,05/21/2014,21,4DSD,HYUND,T,5580,11180,11280,20150503,68.0,68,68,331845,T302,L,0812A,,K,O,9217,5th Ave,,0.0,408.0,d1,,Y,0800A,0830A,RED,,2004.0,,0.0,A 32,21-No Parking (street clean),,,,10.0,4685,AFM4036,Bonnie Glass
4744,3222538,7064141139,AE84030,AZ,PAS,11/15/2013,69,VAN,FORD,T,34150,10510,10610,20130088,13.0,13,13,357678,T102,H,1118A,,NY,F,133,W 19th St,,0.0,408.0,h1,,YYYYY,0800A,0600P,WHITE,,0.0,,0.0,08 -,69-Failure to Disp Muni Recpt,,,,2013.0,4686,AE84030,Diana Espinoza
4745,394434,1357506946,AJ8345,NJ,PAS,08/08/2013,46,TRAC,,P,23230,45930,55730,0,81.0,81,81,945628,0081,0000,0417P,,K,O,1274,BROADWAY,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,MR,0.0,0.0,-,0.0,,,,,,2013.0,4687,AJ8345,Carla Clark
4746,6524924,4002783820,GKE1463,NY,PAS,03/26/2014,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0818A,,,,,NB ROGERS AVE @ LIND,EN BLVD,0.0,1111.0,C,T,,,,RD,,2014.0,,0.0,,BUS LANE VIOLATION,,,,0.0,4688,GKE1463,Justin Frank
4747,4606967,7853344685,FZY2755,NY,PAS,12/02/2013,14,SUBN,ACURA,T,17650,10210,10110,20140620,17.0,17,17,330711,T501,J,0653P,,NY,O,205,E 33rd St,,0.0,408.0,c,,YYYYYYY,,,GR,,2002.0,,0.0,40 -,14-No Standing,,,,11.0,4689,FZY2755,Betty Perez
4748,229636,7735424449,EFB3219,NY,PAS,08/02/2013,21,SUBN,LEXUS,T,5010,9230,9280,20140212,72.0,72,72,330760,T802,A,0024A,,K,F,5323,1st Ave,,0.0,408.0,d1,,Y  Y,1200A,0300A,WH,,2004.0,,0.0,05 -,21-No Parking (street clean),,,,9.0,4690,EFB3219,Heather Camacho
4749,8573474,7717155199,GHG3345,NY,PAS,06/06/2014,37,4DSD,HONDA,T,10110,18290,18310,20150616,19.0,19,19,358626,T103,R,0244P,0234P,NY,O,1255,2nd Ave,,20140606.0,408.0,h1,,YYYYY,0800A,0300P,RD,,2013.0,126-4979,0.0,11 7,37-Expired Muni Meter,,,,1.0,4691,GHG3345,Daniel Silva
4750,2832381,7006201032,GHN5570,NY,PAS,11/02/2013,83,SUBN,CHEVR,T,8740,10440,10590,20150704,108.0,108,108,356513,T401,D,1049A,,Q,O,47-09,36th St,,0.0,408.0,j1,,,,,WH,,2004.0,,0.0,37 -,83-Improper Registration,,,,9.0,4692,GHN5570,Christine Johnson
4751,3311681,7213425134,HCD4176,PA,PAS,11/19/2013,21,4DSD,ACURA,T,67530,26230,84730,20140988,67.0,67,67,357799,T302,E,1232P,,K,F,533,Ocean Ave,,0.0,408.0,d1,,Y  Y,1130A,0100P,WHITE,,0.0,,0.0,31 -,21-No Parking (street clean),,,,2013.0,4693,HCD4176,Susan Chapman
4752,2382132,7022245411,EMK2352,NY,PAS,10/18/2013,38,4DSD,ME/BE,T,65590,24390,24490,20141028,107.0,107,107,358839,T402,G,1032A,,Q,F,167-09,Union Tpke,,0.0,408.0,h1,,Y,0900A,0700P,BK,,2011.0,,0.0,08 -,38-Failure to Display Muni Rec,,,,2.0,4694,EMK2352,Kristin Hodge
4753,379127,7883960398,18846MA,NY,COM,08/07/2013,14,UTIL,INTER,T,34890,10510,10610,20131231,14.0,14,14,332133,T106,I,0239P,,NY,F,150,W 56th St,,0.0,408.0,c,,YYYYYYY,,,WHITE,,2007.0,,0.0,99 -,14-No Standing,,,,6.0,4695,18846MA,Rodney Houston
4754,2275166,1354345400,407CTB,KY,PAS,10/15/2013,46,SDN,NISSA,P,60810,22140,22240,0,106.0,106,106,937718,0106,0000,0800P,0800P,Q,F,134-10,ROCKAWAY BLVD,,0.0,408.0,F2,,BBBBBBB,ALL,ALL,BLACK,0.0,0.0,-,0.0,,,,,,2013.0,4696,407CTB,Devon Martinez
4755,4773287,7453093752,08012PD,PA,PAS,12/03/2013,37,SUBN,NISSA,T,22140,18040,18290,20140388,102.0,102,102,358619,T402,E,0109P,1112A,Q,O,89-48,134th St,,20131203.0,408.0,h1,,Y,0900A,0700P,BLACK,,0.0,432-3032,0.0,21 -,37-Expired Muni Meter,,,,2013.0,4697,08012PD,Samantha Walsh
4756,521216,1355116223,43210MC,NY,COM,08/14/2013,46,VAN,WORKH,P,7790,7040,7300,0,114.0,114,114,933772,0114,0000,0509P,,Q,F,23-15,30 AVE,,0.0,408.0,E3,,BBBBBBB,ALL,ALL,BROWN,0.0,2012.0,-,0.0,,,,,,1.0,4698,43210MC,Barbara Barnett
4757,91966,7841899014,49161JU,NY,COM,07/29/2013,69,DELV,GMC,T,27790,18090,18110,88888888,17.0,17,17,331700,T106,D,1016A,,NY,F,425,Park Ave,,0.0,408.0,h1,,YYYYY,1000A,0400P,WHITE,,1995.0,,0.0,S1 -,69-Failure to Disp Muni Recpt,,,,18.0,4699,49161JU,Monica Juarez
4758,8660541,8004103900,CPB6104,NY,PAS,06/09/2014,71,PICK,TOYOT,T,35990,16940,35780,20151229,102.0,102,102,354034,T402,P,0550P,,Q,F,83-03,Beverly Rd,,0.0,408.0,j6,,YYYYYYY,,,RD,,2002.0,,0.0,A 42,71A-Insp Sticker Expired (NYS),,,,12.0,4700,CPB6104,David Stein
4759,275767,7803709977,GGS4184,NY,PAS,08/04/2013,75,2DSD,HONDA,T,8830,5130,5280,20130801,76.0,76,76,353156,T302,U,0747A,,K,F,272,45th St,,0.0,408.0,j5,,,,,WHITE,,1994.0,,0.0,J -,75-No Match-Plate/Reg. Sticker,,,,19.0,4701,GGS4184,Shannon Mendoza
4760,6735505,7099068799,48669KA,NY,COM,04/25/2014,38,PICK,CHEVR,T,38990,40404,40404,20140531,109.0,109,109,356495,T401,C,1211P,,Q,O,44-01,Cherry Ave,,0.0,408.0,h1,,Y,0730A,0700P,WH,,2010.0,,0.0,04 4,38-Failure to Display Muni Rec,,,,4.0,4702,48669KA,Jacqueline Valentine
4761,3057544,1335636845,GEL2295,NY,PAS,11/09/2013,40,SUBN,CHRYS,X,19430,25985,24890,20150307,25.0,25,25,904728,0025,0000,0912A,,NY,F,107,E 124 ST,,0.0,408.0,C4,,BBBBBBB,ALL,ALL,TAN,0.0,2006.0,-,1.0,,,,,,7.0,4703,GEL2295,Carla Cortez
4762,4297024,7350685920,XK967F,NJ,PAS,01/29/2014,69,VAN,GMC,T,34930,10810,10910,20140088,20.0,20,20,356498,T103,C,1000A,,NY,F,352,W 58th St,,0.0,408.0,h1,,Y,0700A,0700P,WHITE,,0.0,,0.0,52 -,69-Failure to Disp Muni Recpt,,,,2014.0,4704,XK967F,Sarah Johnson
4763,8924196,7293023339,HRJ3281,PA,PAS,06/19/2014,21,4DSD,HONDA,T,35590,44990,29690,20141188,24.0,24,24,358573,T103,G,0944A,,NY,F,305,W 91st St,,0.0,408.0,d1,,Y  Y,0930A,1100A,BLUE,,0.0,,0.0,41 7,21-No Parking (street clean),,,,2014.0,4705,HRJ3281,Christopher Robinson Jr.
4764,6319247,7551193339,50601JT,NY,COM,03/20/2014,17,VAN,DODGE,T,56530,29830,20110,88888888,84.0,84,84,337779,T301,A,1009A,,K,F,85,Livingston St,,0.0,408.0,c4,,YYYYY,0800A,0600P,WHITE,,2005.0,,0.0,210J,17-No Stand (exc auth veh),,,,9.0,4706,50601JT,Mark Owens
4765,1155715,5070529298,FCM3975,NY,PAS,09/06/2013,7,PICK,FORD,V,0,0,0,0,,0,0,0,,,0852P,,,,,ATLANTIC AVE.(E/B)@P,ENNSLYVANIA AVE.-KS-,0.0,1111.0,D,T,,,,BK,,1999.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,14.0,4707,FCM3975,Lee Lewis
4766,1536581,7515978727,EGB1147,NY,PAS,09/19/2013,37,SUBN,HONDA,T,13430,77730,51030,20140307,84.0,84,84,358160,T301,G,0136P,0128P,K,F,312,Atlantic Ave,,0.0,408.0,h1,,Y,0900A,0700P,BLACK,,2003.0,301-8780,0.0,01 -,37-Expired Muni Meter,,,,10.0,4708,EGB1147,Gregory King
4767,7856565,7324754480,T635437C,NY,OMT,05/12/2014,21,4DSD,LINCO,T,19040,39010,11440,20150430,110.0,110,110,356236,T401,L,0940A,,Q,F,53-32,97th St,,0.0,408.0,d1,,Y,0930A,1100A,BK,,2006.0,,0.0,O 41,21-No Parking (street clean),,,,8.0,4709,T635437C,Jose Jackson
4768,8578507,8003404060,GBJ5522,NY,PAS,06/06/2014,21,SUBN,DODGE,T,22140,51090,18040,20140630,102.0,102,102,356551,T402,A,1207P,,Q,F,87-43,134th St,,0.0,408.0,d1,,Y,1200A,0130P,GY,,2003.0,,0.0,19 4,21-No Parking (street clean),,,,11.0,4710,GBJ5522,Monica Kramer
4769,8970152,7169517528,AMD8265,NY,PAS,06/20/2014,20,SUBN,CHEVR,T,29887,51250,55370,20150426,101.0,101,101,330743,T402,L,0749A,,Q,O,449,Beach 6th St,,0.0,408.0,d,,YYYYYYY,0700A,0400P,GREY,,2003.0,,0.0,R 42,20A-No Parking (Non-COM),,,,11.0,4711,AMD8265,Matthew Hernandez
4770,1409617,5070694546,DPE1278,NY,PAS,09/15/2013,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0939P,,,,,S. CONDUIT AVE.(E/B),@BROOKVILLE BLVD.-RQ,0.0,1111.0,D,T,,,,BL,,2005.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,8.0,4712,DPE1278,Andrew Dunn
4771,2732191,1362701580,TBU92M,NJ,PAS,10/30/2013,67,TRLR,TEAMA,P,77730,42730,56530,0,84.0,84,84,929048,0084,0000,1021A,,K,F,1,SMITH ST,,0.0,408.0,C,,BBBBBBB,ALL,ALL,RED,0.0,0.0,-,0.0,,,,,,2013.0,4713,TBU92M,Melissa Gay
4772,2920395,7837563414,83474MC,NY,COM,11/05/2013,31,VAN,FORD,T,18150,0,0,20150131,18.0,18,18,355144,T106,A,0836A,,NY,I,S,E 58th St,60ft W/of Madison Av,0.0,408.0,l3,,Y,0700A,0600P,WH,,2005.0,,0.0,99 -,31-No Stand (Com. Mtr. Zone),,,,8.0,4714,83474MC,Natalie Anderson
